imageID,class,background,perspective,challengeType,challengeLevel
2225,6,3,3,5,2
2226,7,3,3,5,2
2227,8,3,3,5,2
2228,9,3,3,5,2
2229,10,3,3,5,2
2230,1,3,4,5,2
2231,2,3,4,5,2
2232,3,3,4,5,2
2233,4,3,4,5,2
2234,5,3,4,5,2
2235,6,3,4,5,2
2236,7,3,4,5,2
2237,8,3,4,5,2
2238,9,3,4,5,2
2239,10,3,4,5,2
2240,1,3,5,5,2
2241,2,3,5,5,2
2242,3,3,5,5,2
2243,4,3,5,5,2
2244,5,3,5,5,2
2245,6,3,5,5,2
2246,7,3,5,5,2
2247,8,3,5,5,2
2248,9,3,5,5,2
2249,10,3,5,5,2
2250,1,1,1,5,3
2251,2,1,1,5,3
2252,3,1,1,5,3
2253,4,1,1,5,3
2254,5,1,1,5,3
2255,6,1,1,5,3
2256,7,1,1,5,3
2257,8,1,1,5,3
2258,9,1,1,5,3
2259,10,1,1,5,3
2260,1,1,2,5,3
2261,2,1,2,5,3
2262,3,1,2,5,3
2263,4,1,2,5,3
2264,5,1,2,5,3
2265,6,1,2,5,3
2266,7,1,2,5,3
2267,8,1,2,5,3
2268,9,1,2,5,3
2269,10,1,2,5,3
2270,1,1,3,5,3
2271,2,1,3,5,3
2272,3,1,3,5,3
2273,4,1,3,5,3
2274,5,1,3,5,3
2275,6,1,3,5,3
2276,7,1,3,5,3
2277,8,1,3,5,3
2278,9,1,3,5,3
2279,10,1,3,5,3
2280,1,1,4,5,3
2281,2,1,4,5,3
2282,3,1,4,5,3
2283,4,1,4,5,3
2284,5,1,4,5,3
2285,6,1,4,5,3
2286,7,1,4,5,3
2287,8,1,4,5,3
2288,9,1,4,5,3
2289,10,1,4,5,3
2290,1,1,5,5,3
2291,2,1,5,5,3
2292,3,1,5,5,3
2293,4,1,5,5,3
2294,5,1,5,5,3
2295,6,1,5,5,3
2296,7,1,5,5,3
2297,8,1,5,5,3
2298,9,1,5,5,3
2299,10,1,5,5,3
2300,1,2,1,5,3
2301,2,2,1,5,3
2302,3,2,1,5,3
2303,4,2,1,5,3
2304,5,2,1,5,3
2305,6,2,1,5,3
2306,7,2,1,5,3
2307,8,2,1,5,3
2308,9,2,1,5,3
2309,10,2,1,5,3
2310,1,2,2,5,3
2311,2,2,2,5,3
2312,3,2,2,5,3
2313,4,2,2,5,3
2314,5,2,2,5,3
2315,6,2,2,5,3
2316,7,2,2,5,3
2317,8,2,2,5,3
2318,9,2,2,5,3
2319,10,2,2,5,3
2320,1,2,3,5,3
2321,2,2,3,5,3
2322,3,2,3,5,3
2323,4,2,3,5,3
2324,5,2,3,5,3
2325,6,2,3,5,3
2326,7,2,3,5,3
2327,8,2,3,5,3
2328,9,2,3,5,3
2329,10,2,3,5,3
2330,1,2,4,5,3
2331,2,2,4,5,3
2332,3,2,4,5,3
2333,4,2,4,5,3
2334,5,2,4,5,3
2335,6,2,4,5,3
2336,7,2,4,5,3
2337,8,2,4,5,3
2338,9,2,4,5,3
2339,10,2,4,5,3
2340,1,2,5,5,3
2341,2,2,5,5,3
2342,3,2,5,5,3
2343,4,2,5,5,3
2344,5,2,5,5,3
2345,6,2,5,5,3
2346,7,2,5,5,3
2347,8,2,5,5,3
2348,9,2,5,5,3
2349,10,2,5,5,3
2350,1,3,1,5,3
2351,2,3,1,5,3
2352,3,3,1,5,3
2353,4,3,1,5,3
2354,5,3,1,5,3
2355,6,3,1,5,3
2356,7,3,1,5,3
2357,8,3,1,5,3
2358,9,3,1,5,3
2359,10,3,1,5,3
2360,1,3,2,5,3
2361,2,3,2,5,3
2362,3,3,2,5,3
2363,4,3,2,5,3
2364,5,3,2,5,3
2365,6,3,2,5,3
2366,7,3,2,5,3
2367,8,3,2,5,3
2368,9,3,2,5,3
2369,10,3,2,5,3
2370,1,3,3,5,3
2371,2,3,3,5,3
2372,3,3,3,5,3
2373,4,3,3,5,3
2374,5,3,3,5,3
2375,6,3,3,5,3
2376,7,3,3,5,3
2377,8,3,3,5,3
2378,9,3,3,5,3
2379,10,3,3,5,3
2380,1,3,4,5,3
2381,2,3,4,5,3
2382,3,3,4,5,3
2383,4,3,4,5,3
2384,5,3,4,5,3
2385,6,3,4,5,3
2386,7,3,4,5,3
2387,8,3,4,5,3
2388,9,3,4,5,3
2389,10,3,4,5,3
2390,1,3,5,5,3
2391,2,3,5,5,3
2392,3,3,5,5,3
2393,4,3,5,5,3
2394,5,3,5,5,3
2395,6,3,5,5,3
2396,7,3,5,5,3
2397,8,3,5,5,3
2398,9,3,5,5,3
2399,10,3,5,5,3
2400,1,1,1,5,4
2401,2,1,1,5,4
2402,3,1,1,5,4
2403,4,1,1,5,4
2404,5,1,1,5,4
2405,6,1,1,5,4
2406,7,1,1,5,4
2407,8,1,1,5,4
2408,9,1,1,5,4
2409,10,1,1,5,4
2410,1,1,2,5,4
2411,2,1,2,5,4
2412,3,1,2,5,4
2413,4,1,2,5,4
2414,5,1,2,5,4
2415,6,1,2,5,4
2416,7,1,2,5,4
2417,8,1,2,5,4
2418,9,1,2,5,4
2419,10,1,2,5,4
2420,1,1,3,5,4
2421,2,1,3,5,4
2422,3,1,3,5,4
2423,4,1,3,5,4
2424,5,1,3,5,4
2425,6,1,3,5,4
2426,7,1,3,5,4
2427,8,1,3,5,4
2428,9,1,3,5,4
2429,10,1,3,5,4
2430,1,1,4,5,4
2431,2,1,4,5,4
2432,3,1,4,5,4
2433,4,1,4,5,4
2434,5,1,4,5,4
2435,6,1,4,5,4
2436,7,1,4,5,4
2437,8,1,4,5,4
2438,9,1,4,5,4
2439,10,1,4,5,4
2440,1,1,5,5,4
2441,2,1,5,5,4
2442,3,1,5,5,4
2443,4,1,5,5,4
2444,5,1,5,5,4
2445,6,1,5,5,4
2446,7,1,5,5,4
2447,8,1,5,5,4
2448,9,1,5,5,4
2449,10,1,5,5,4
2450,1,2,1,5,4
2451,2,2,1,5,4
2452,3,2,1,5,4
2453,4,2,1,5,4
2454,5,2,1,5,4
2455,6,2,1,5,4
2456,7,2,1,5,4
2457,8,2,1,5,4
2458,9,2,1,5,4
2459,10,2,1,5,4
2460,1,2,2,5,4
2461,2,2,2,5,4
2462,3,2,2,5,4
2463,4,2,2,5,4
2464,5,2,2,5,4
2465,6,2,2,5,4
2466,7,2,2,5,4
2467,8,2,2,5,4
2468,9,2,2,5,4
2469,10,2,2,5,4
2470,1,2,3,5,4
2471,2,2,3,5,4
2472,3,2,3,5,4
2473,4,2,3,5,4
2474,5,2,3,5,4
2475,6,2,3,5,4
2476,7,2,3,5,4
2477,8,2,3,5,4
2478,9,2,3,5,4
2479,10,2,3,5,4
2480,1,2,4,5,4
2481,2,2,4,5,4
2482,3,2,4,5,4
2483,4,2,4,5,4
2484,5,2,4,5,4
2485,6,2,4,5,4
2486,7,2,4,5,4
2487,8,2,4,5,4
2488,9,2,4,5,4
2489,10,2,4,5,4
2490,1,2,5,5,4
2491,2,2,5,5,4
2492,3,2,5,5,4
2493,4,2,5,5,4
2494,5,2,5,5,4
2495,6,2,5,5,4
2496,7,2,5,5,4
2497,8,2,5,5,4
2498,9,2,5,5,4
2499,10,2,5,5,4
2500,1,3,1,5,4
2501,2,3,1,5,4
2502,3,3,1,5,4
2503,4,3,1,5,4
2504,5,3,1,5,4
2505,6,3,1,5,4
2506,7,3,1,5,4
2507,8,3,1,5,4
2508,9,3,1,5,4
2509,10,3,1,5,4
2510,1,3,2,5,4
2511,2,3,2,5,4
2512,3,3,2,5,4
2513,4,3,2,5,4
2514,5,3,2,5,4
2515,6,3,2,5,4
2516,7,3,2,5,4
2517,8,3,2,5,4
2518,9,3,2,5,4
2519,10,3,2,5,4
2520,1,3,3,5,4
2521,2,3,3,5,4
2522,3,3,3,5,4
2523,4,3,3,5,4
2524,5,3,3,5,4
2525,6,3,3,5,4
2526,7,3,3,5,4
2527,8,3,3,5,4
2528,9,3,3,5,4
2529,10,3,3,5,4
2530,1,3,4,5,4
2531,2,3,4,5,4
2532,3,3,4,5,4
2533,4,3,4,5,4
2534,5,3,4,5,4
2535,6,3,4,5,4
2536,7,3,4,5,4
2537,8,3,4,5,4
2538,9,3,4,5,4
2539,10,3,4,5,4
2540,1,3,5,5,4
2541,2,3,5,5,4
2542,3,3,5,5,4
2543,4,3,5,5,4
2544,5,3,5,5,4
2545,6,3,5,5,4
2546,7,3,5,5,4
2547,8,3,5,5,4
2548,9,3,5,5,4
2549,10,3,5,5,4
2550,1,1,1,6,1
2551,2,1,1,6,1
2552,3,1,1,6,1
2553,4,1,1,6,1
2554,5,1,1,6,1
2555,6,1,1,6,1
2556,7,1,1,6,1
2557,8,1,1,6,1
2558,9,1,1,6,1
2559,10,1,1,6,1
2560,1,1,2,6,1
2561,2,1,2,6,1
2562,3,1,2,6,1
2563,4,1,2,6,1
2564,5,1,2,6,1
2565,6,1,2,6,1
2566,7,1,2,6,1
2567,8,1,2,6,1
2568,9,1,2,6,1
2569,10,1,2,6,1
2570,1,1,3,6,1
2571,2,1,3,6,1
2572,3,1,3,6,1
2573,4,1,3,6,1
2574,5,1,3,6,1
2575,6,1,3,6,1
2576,7,1,3,6,1
2577,8,1,3,6,1
2578,9,1,3,6,1
2579,10,1,3,6,1
2580,1,1,4,6,1
2581,2,1,4,6,1
2582,3,1,4,6,1
2583,4,1,4,6,1
2584,5,1,4,6,1
2585,6,1,4,6,1
2586,7,1,4,6,1
2587,8,1,4,6,1
2588,9,1,4,6,1
2589,10,1,4,6,1
2590,1,1,5,6,1
2591,2,1,5,6,1
2592,3,1,5,6,1
2593,4,1,5,6,1
2594,5,1,5,6,1
2595,6,1,5,6,1
2596,7,1,5,6,1
2597,8,1,5,6,1
2598,9,1,5,6,1
2599,10,1,5,6,1
2600,1,2,1,6,1
2601,2,2,1,6,1
2602,3,2,1,6,1
2603,4,2,1,6,1
2604,5,2,1,6,1
2605,6,2,1,6,1
2606,7,2,1,6,1
2607,8,2,1,6,1
2608,9,2,1,6,1
2609,10,2,1,6,1
2610,1,2,2,6,1
2611,2,2,2,6,1
2612,3,2,2,6,1
2613,4,2,2,6,1
2614,5,2,2,6,1
2615,6,2,2,6,1
2616,7,2,2,6,1
2617,8,2,2,6,1
2618,9,2,2,6,1
2619,10,2,2,6,1
2620,1,2,3,6,1
2621,2,2,3,6,1
2622,3,2,3,6,1
2623,4,2,3,6,1
2624,5,2,3,6,1
2625,6,2,3,6,1
2626,7,2,3,6,1
2627,8,2,3,6,1
2628,9,2,3,6,1
2629,10,2,3,6,1
2630,1,2,4,6,1
2631,2,2,4,6,1
2632,3,2,4,6,1
2633,4,2,4,6,1
2634,5,2,4,6,1
2635,6,2,4,6,1
2636,7,2,4,6,1
2637,8,2,4,6,1
2638,9,2,4,6,1
2639,10,2,4,6,1
2640,1,2,5,6,1
2641,2,2,5,6,1
2642,3,2,5,6,1
2643,4,2,5,6,1
2644,5,2,5,6,1
2645,6,2,5,6,1
2646,7,2,5,6,1
2647,8,2,5,6,1
2648,9,2,5,6,1
2649,10,2,5,6,1
2650,1,3,1,6,1
2651,2,3,1,6,1
2652,3,3,1,6,1
2653,4,3,1,6,1
2654,5,3,1,6,1
2655,6,3,1,6,1
2656,7,3,1,6,1
2657,8,3,1,6,1
2658,9,3,1,6,1
2659,10,3,1,6,1
2660,1,3,2,6,1
2661,2,3,2,6,1
2662,3,3,2,6,1
2663,4,3,2,6,1
2664,5,3,2,6,1
2665,6,3,2,6,1
2666,7,3,2,6,1
2667,8,3,2,6,1
2668,9,3,2,6,1
2669,10,3,2,6,1
2670,1,3,3,6,1
2671,2,3,3,6,1
2672,3,3,3,6,1
2673,4,3,3,6,1
2674,5,3,3,6,1
2675,6,3,3,6,1
2676,7,3,3,6,1
2677,8,3,3,6,1
2678,9,3,3,6,1
2679,10,3,3,6,1
2680,1,3,4,6,1
2681,2,3,4,6,1
2682,3,3,4,6,1
2683,4,3,4,6,1
2684,5,3,4,6,1
2685,6,3,4,6,1
2686,7,3,4,6,1
2687,8,3,4,6,1
2688,9,3,4,6,1
2689,10,3,4,6,1
2690,1,3,5,6,1
2691,2,3,5,6,1
2692,3,3,5,6,1
2693,4,3,5,6,1
2694,5,3,5,6,1
2695,6,3,5,6,1
2696,7,3,5,6,1
2697,8,3,5,6,1
2698,9,3,5,6,1
2699,10,3,5,6,1
2700,1,1,1,6,2
2701,2,1,1,6,2
2702,3,1,1,6,2
2703,4,1,1,6,2
2704,5,1,1,6,2
2705,6,1,1,6,2
2706,7,1,1,6,2
2707,8,1,1,6,2
2708,9,1,1,6,2
2709,10,1,1,6,2
2710,1,1,2,6,2
2711,2,1,2,6,2
2712,3,1,2,6,2
2713,4,1,2,6,2
2714,5,1,2,6,2
2715,6,1,2,6,2
2716,7,1,2,6,2
2717,8,1,2,6,2
2718,9,1,2,6,2
2719,10,1,2,6,2
2720,1,1,3,6,2
2721,2,1,3,6,2
2722,3,1,3,6,2
2723,4,1,3,6,2
2724,5,1,3,6,2
2725,6,1,3,6,2
2726,7,1,3,6,2
2727,8,1,3,6,2
2728,9,1,3,6,2
2729,10,1,3,6,2
2730,1,1,4,6,2
2731,2,1,4,6,2
2732,3,1,4,6,2
2733,4,1,4,6,2
2734,5,1,4,6,2
2735,6,1,4,6,2
2736,7,1,4,6,2
2737,8,1,4,6,2
2738,9,1,4,6,2
2739,10,1,4,6,2
2740,1,1,5,6,2
2741,2,1,5,6,2
2742,3,1,5,6,2
2743,4,1,5,6,2
2744,5,1,5,6,2
2745,6,1,5,6,2
2746,7,1,5,6,2
2747,8,1,5,6,2
2748,9,1,5,6,2
2749,10,1,5,6,2
2750,1,2,1,6,2
2751,2,2,1,6,2
2752,3,2,1,6,2
2753,4,2,1,6,2
2754,5,2,1,6,2
2755,6,2,1,6,2
2756,7,2,1,6,2
2757,8,2,1,6,2
2758,9,2,1,6,2
2759,10,2,1,6,2
2760,1,2,2,6,2
2761,2,2,2,6,2
2762,3,2,2,6,2
2763,4,2,2,6,2
2764,5,2,2,6,2
2765,6,2,2,6,2
2766,7,2,2,6,2
2767,8,2,2,6,2
2768,9,2,2,6,2
2769,10,2,2,6,2
2770,1,2,3,6,2
2771,2,2,3,6,2
2772,3,2,3,6,2
2773,4,2,3,6,2
2774,5,2,3,6,2
2775,6,2,3,6,2
2776,7,2,3,6,2
2777,8,2,3,6,2
2778,9,2,3,6,2
2779,10,2,3,6,2
2780,1,2,4,6,2
2781,2,2,4,6,2
2782,3,2,4,6,2
2783,4,2,4,6,2
2784,5,2,4,6,2
2785,6,2,4,6,2
2786,7,2,4,6,2
2787,8,2,4,6,2
2788,9,2,4,6,2
2789,10,2,4,6,2
2790,1,2,5,6,2
2791,2,2,5,6,2
2792,3,2,5,6,2
2793,4,2,5,6,2
2794,5,2,5,6,2
2795,6,2,5,6,2
2796,7,2,5,6,2
2797,8,2,5,6,2
2798,9,2,5,6,2
2799,10,2,5,6,2
2800,1,3,1,6,2
2801,2,3,1,6,2
2802,3,3,1,6,2
2803,4,3,1,6,2
2804,5,3,1,6,2
2805,6,3,1,6,2
2806,7,3,1,6,2
2807,8,3,1,6,2
2808,9,3,1,6,2
2809,10,3,1,6,2
2810,1,3,2,6,2
2811,2,3,2,6,2
2812,3,3,2,6,2
2813,4,3,2,6,2
2814,5,3,2,6,2
2815,6,3,2,6,2
2816,7,3,2,6,2
2817,8,3,2,6,2
2818,9,3,2,6,2
2819,10,3,2,6,2
2820,1,3,3,6,2
2821,2,3,3,6,2
2822,3,3,3,6,2
2823,4,3,3,6,2
2824,5,3,3,6,2
2825,6,3,3,6,2
2826,7,3,3,6,2
2827,8,3,3,6,2
2828,9,3,3,6,2
2829,10,3,3,6,2
2830,1,3,4,6,2
2831,2,3,4,6,2
2832,3,3,4,6,2
2833,4,3,4,6,2
2834,5,3,4,6,2
2835,6,3,4,6,2
2836,7,3,4,6,2
2837,8,3,4,6,2
2838,9,3,4,6,2
2839,10,3,4,6,2
2840,1,3,5,6,2
2841,2,3,5,6,2
2842,3,3,5,6,2
2843,4,3,5,6,2
2844,5,3,5,6,2
2845,6,3,5,6,2
2846,7,3,5,6,2
2847,8,3,5,6,2
2848,9,3,5,6,2
2849,10,3,5,6,2
2850,1,1,1,6,3
2851,2,1,1,6,3
2852,3,1,1,6,3
2853,4,1,1,6,3
2854,5,1,1,6,3
2855,6,1,1,6,3
2856,7,1,1,6,3
2857,8,1,1,6,3
2858,9,1,1,6,3
2859,10,1,1,6,3
2860,1,1,2,6,3
2861,2,1,2,6,3
2862,3,1,2,6,3
2863,4,1,2,6,3
2864,5,1,2,6,3
2865,6,1,2,6,3
2866,7,1,2,6,3
2867,8,1,2,6,3
2868,9,1,2,6,3
2869,10,1,2,6,3
2870,1,1,3,6,3
2871,2,1,3,6,3
2872,3,1,3,6,3
2873,4,1,3,6,3
2874,5,1,3,6,3
2875,6,1,3,6,3
2876,7,1,3,6,3
2877,8,1,3,6,3
2878,9,1,3,6,3
2879,10,1,3,6,3
2880,1,1,4,6,3
2881,2,1,4,6,3
2882,3,1,4,6,3
2883,4,1,4,6,3
2884,5,1,4,6,3
2885,6,1,4,6,3
2886,7,1,4,6,3
2887,8,1,4,6,3
2888,9,1,4,6,3
2889,10,1,4,6,3
2890,1,1,5,6,3
2891,2,1,5,6,3
2892,3,1,5,6,3
2893,4,1,5,6,3
2894,5,1,5,6,3
2895,6,1,5,6,3
2896,7,1,5,6,3
2897,8,1,5,6,3
2898,9,1,5,6,3
2899,10,1,5,6,3
2900,1,2,1,6,3
2901,2,2,1,6,3
2902,3,2,1,6,3
2903,4,2,1,6,3
2904,5,2,1,6,3
2905,6,2,1,6,3
2906,7,2,1,6,3
2907,8,2,1,6,3
2908,9,2,1,6,3
2909,10,2,1,6,3
2910,1,2,2,6,3
2911,2,2,2,6,3
2912,3,2,2,6,3
2913,4,2,2,6,3
2914,5,2,2,6,3
2915,6,2,2,6,3
2916,7,2,2,6,3
2917,8,2,2,6,3
2918,9,2,2,6,3
2919,10,2,2,6,3
2920,1,2,3,6,3
2921,2,2,3,6,3
2922,3,2,3,6,3
2923,4,2,3,6,3
2924,5,2,3,6,3
2925,6,2,3,6,3
2926,7,2,3,6,3
2927,8,2,3,6,3
2928,9,2,3,6,3
2929,10,2,3,6,3
2930,1,2,4,6,3
2931,2,2,4,6,3
2932,3,2,4,6,3
2933,4,2,4,6,3
2934,5,2,4,6,3
2935,6,2,4,6,3
2936,7,2,4,6,3
2937,8,2,4,6,3
2938,9,2,4,6,3
2939,10,2,4,6,3
2940,1,2,5,6,3
2941,2,2,5,6,3
2942,3,2,5,6,3
2943,4,2,5,6,3
2944,5,2,5,6,3
2945,6,2,5,6,3
2946,7,2,5,6,3
2947,8,2,5,6,3
2948,9,2,5,6,3
2949,10,2,5,6,3
2950,1,3,1,6,3
2951,2,3,1,6,3
2952,3,3,1,6,3
2953,4,3,1,6,3
2954,5,3,1,6,3
2955,6,3,1,6,3
2956,7,3,1,6,3
2957,8,3,1,6,3
2958,9,3,1,6,3
2959,10,3,1,6,3
2960,1,3,2,6,3
2961,2,3,2,6,3
2962,3,3,2,6,3
2963,4,3,2,6,3
2964,5,3,2,6,3
2965,6,3,2,6,3
2966,7,3,2,6,3
2967,8,3,2,6,3
2968,9,3,2,6,3
2969,10,3,2,6,3
2970,1,3,3,6,3
2971,2,3,3,6,3
2972,3,3,3,6,3
2973,4,3,3,6,3
2974,5,3,3,6,3
2975,6,3,3,6,3
2976,7,3,3,6,3
2977,8,3,3,6,3
2978,9,3,3,6,3
2979,10,3,3,6,3
2980,1,3,4,6,3
2981,2,3,4,6,3
2982,3,3,4,6,3
2983,4,3,4,6,3
2984,5,3,4,6,3
2985,6,3,4,6,3
2986,7,3,4,6,3
2987,8,3,4,6,3
2988,9,3,4,6,3
2989,10,3,4,6,3
2990,1,3,5,6,3
2991,2,3,5,6,3
2992,3,3,5,6,3
2993,4,3,5,6,3
2994,5,3,5,6,3
2995,6,3,5,6,3
2996,7,3,5,6,3
2997,8,3,5,6,3
2998,9,3,5,6,3
2999,10,3,5,6,3
3000,1,1,1,6,4
3001,2,1,1,6,4
3002,3,1,1,6,4
3003,4,1,1,6,4
3004,5,1,1,6,4
3005,6,1,1,6,4
3006,7,1,1,6,4
3007,8,1,1,6,4
3008,9,1,1,6,4
3009,10,1,1,6,4
3010,1,1,2,6,4
3011,2,1,2,6,4
3012,3,1,2,6,4
3013,4,1,2,6,4
3014,5,1,2,6,4
3015,6,1,2,6,4
3016,7,1,2,6,4
3017,8,1,2,6,4
3018,9,1,2,6,4
3019,10,1,2,6,4
3020,1,1,3,6,4
3021,2,1,3,6,4
3022,3,1,3,6,4
3023,4,1,3,6,4
3024,5,1,3,6,4
3025,6,1,3,6,4
3026,7,1,3,6,4
3027,8,1,3,6,4
3028,9,1,3,6,4
3029,10,1,3,6,4
3030,1,1,4,6,4
3031,2,1,4,6,4
3032,3,1,4,6,4
3033,4,1,4,6,4
3034,5,1,4,6,4
3035,6,1,4,6,4
3036,7,1,4,6,4
3037,8,1,4,6,4
3038,9,1,4,6,4
3039,10,1,4,6,4
3040,1,1,5,6,4
3041,2,1,5,6,4
3042,3,1,5,6,4
3043,4,1,5,6,4
3044,5,1,5,6,4
3045,6,1,5,6,4
3046,7,1,5,6,4
3047,8,1,5,6,4
3048,9,1,5,6,4
3049,10,1,5,6,4
3050,1,2,1,6,4
3051,2,2,1,6,4
3052,3,2,1,6,4
3053,4,2,1,6,4
3054,5,2,1,6,4
3055,6,2,1,6,4
3056,7,2,1,6,4
3057,8,2,1,6,4
3058,9,2,1,6,4
3059,10,2,1,6,4
3060,1,2,2,6,4
3061,2,2,2,6,4
3062,3,2,2,6,4
3063,4,2,2,6,4
3064,5,2,2,6,4
3065,6,2,2,6,4
3066,7,2,2,6,4
3067,8,2,2,6,4
3068,9,2,2,6,4
3069,10,2,2,6,4
3070,1,2,3,6,4
3071,2,2,3,6,4
3072,3,2,3,6,4
3073,4,2,3,6,4
3074,5,2,3,6,4
3075,6,2,3,6,4
3076,7,2,3,6,4
3077,8,2,3,6,4
3078,9,2,3,6,4
3079,10,2,3,6,4
3080,1,2,4,6,4
3081,2,2,4,6,4
3082,3,2,4,6,4
3083,4,2,4,6,4
3084,5,2,4,6,4
3085,6,2,4,6,4
3086,7,2,4,6,4
3087,8,2,4,6,4
3088,9,2,4,6,4
3089,10,2,4,6,4
3090,1,2,5,6,4
3091,2,2,5,6,4
3092,3,2,5,6,4
3093,4,2,5,6,4
3094,5,2,5,6,4
3095,6,2,5,6,4
3096,7,2,5,6,4
3097,8,2,5,6,4
3098,9,2,5,6,4
3099,10,2,5,6,4
3100,1,3,1,6,4
3101,2,3,1,6,4
3102,3,3,1,6,4
3103,4,3,1,6,4
3104,5,3,1,6,4
3105,6,3,1,6,4
3106,7,3,1,6,4
3107,8,3,1,6,4
3108,9,3,1,6,4
3109,10,3,1,6,4
3110,1,3,2,6,4
3111,2,3,2,6,4
3112,3,3,2,6,4
3113,4,3,2,6,4
3114,5,3,2,6,4
3115,6,3,2,6,4
3116,7,3,2,6,4
3117,8,3,2,6,4
3118,9,3,2,6,4
3119,10,3,2,6,4
3120,1,3,3,6,4
3121,2,3,3,6,4
3122,3,3,3,6,4
3123,4,3,3,6,4
3124,5,3,3,6,4
3125,6,3,3,6,4
3126,7,3,3,6,4
3127,8,3,3,6,4
3128,9,3,3,6,4
3129,10,3,3,6,4
3130,1,3,4,6,4
3131,2,3,4,6,4
3132,3,3,4,6,4
3133,4,3,4,6,4
3134,5,3,4,6,4
3135,6,3,4,6,4
3136,7,3,4,6,4
3137,8,3,4,6,4
3138,9,3,4,6,4
3139,10,3,4,6,4
3140,1,3,5,6,4
3141,2,3,5,6,4
3142,3,3,5,6,4
3143,4,3,5,6,4
3144,5,3,5,6,4
3145,6,3,5,6,4
3146,7,3,5,6,4
3147,8,3,5,6,4
3148,9,3,5,6,4
3149,10,3,5,6,4
3150,1,1,1,7,1
3151,2,1,1,7,1
3152,3,1,1,7,1
3153,4,1,1,7,1
3154,5,1,1,7,1
3155,6,1,1,7,1
3156,7,1,1,7,1
3157,8,1,1,7,1
3158,9,1,1,7,1
3159,10,1,1,7,1
3160,1,1,2,7,1
3161,2,1,2,7,1
3162,3,1,2,7,1
3163,4,1,2,7,1
3164,5,1,2,7,1
3165,6,1,2,7,1
3166,7,1,2,7,1
3167,8,1,2,7,1
3168,9,1,2,7,1
3169,10,1,2,7,1
3170,1,1,3,7,1
3171,2,1,3,7,1
3172,3,1,3,7,1
3173,4,1,3,7,1
3174,5,1,3,7,1
3175,6,1,3,7,1
3176,7,1,3,7,1
3177,8,1,3,7,1
3178,9,1,3,7,1
3179,10,1,3,7,1
3180,1,1,4,7,1
3181,2,1,4,7,1
3182,3,1,4,7,1
3183,4,1,4,7,1
3184,5,1,4,7,1
3185,6,1,4,7,1
3186,7,1,4,7,1
3187,8,1,4,7,1
3188,9,1,4,7,1
3189,10,1,4,7,1
3190,1,1,5,7,1
3191,2,1,5,7,1
3192,3,1,5,7,1
3193,4,1,5,7,1
3194,5,1,5,7,1
3195,6,1,5,7,1
3196,7,1,5,7,1
3197,8,1,5,7,1
3198,9,1,5,7,1
3199,10,1,5,7,1
3200,1,2,1,7,1
3201,2,2,1,7,1
3202,3,2,1,7,1
3203,4,2,1,7,1
3204,5,2,1,7,1
3205,6,2,1,7,1
3206,7,2,1,7,1
3207,8,2,1,7,1
3208,9,2,1,7,1
3209,10,2,1,7,1
3210,1,2,2,7,1
3211,2,2,2,7,1
3212,3,2,2,7,1
3213,4,2,2,7,1
3214,5,2,2,7,1
3215,6,2,2,7,1
3216,7,2,2,7,1
3217,8,2,2,7,1
3218,9,2,2,7,1
3219,10,2,2,7,1
3220,1,2,3,7,1
3221,2,2,3,7,1
3222,3,2,3,7,1
3223,4,2,3,7,1
3224,5,2,3,7,1
3225,6,2,3,7,1
3226,7,2,3,7,1
3227,8,2,3,7,1
3228,9,2,3,7,1
3229,10,2,3,7,1
3230,1,2,4,7,1
3231,2,2,4,7,1
3232,3,2,4,7,1
3233,4,2,4,7,1
3234,5,2,4,7,1
3235,6,2,4,7,1
3236,7,2,4,7,1
3237,8,2,4,7,1
3238,9,2,4,7,1
3239,10,2,4,7,1
3240,1,2,5,7,1
3241,2,2,5,7,1
3242,3,2,5,7,1
3243,4,2,5,7,1
3244,5,2,5,7,1
3245,6,2,5,7,1
3246,7,2,5,7,1
3247,8,2,5,7,1
3248,9,2,5,7,1
3249,10,2,5,7,1
3250,1,3,1,7,1
3251,2,3,1,7,1
3252,3,3,1,7,1
3253,4,3,1,7,1
3254,5,3,1,7,1
3255,6,3,1,7,1
3256,7,3,1,7,1
3257,8,3,1,7,1
3258,9,3,1,7,1
3259,10,3,1,7,1
3260,1,3,2,7,1
3261,2,3,2,7,1
3262,3,3,2,7,1
3263,4,3,2,7,1
3264,5,3,2,7,1
3265,6,3,2,7,1
3266,7,3,2,7,1
3267,8,3,2,7,1
3268,9,3,2,7,1
3269,10,3,2,7,1
3270,1,3,3,7,1
3271,2,3,3,7,1
3272,3,3,3,7,1
3273,4,3,3,7,1
3274,5,3,3,7,1
3275,6,3,3,7,1
3276,7,3,3,7,1
3277,8,3,3,7,1
3278,9,3,3,7,1
3279,10,3,3,7,1
3280,1,3,4,7,1
3281,2,3,4,7,1
3282,3,3,4,7,1
3283,4,3,4,7,1
3284,5,3,4,7,1
3285,6,3,4,7,1
3286,7,3,4,7,1
3287,8,3,4,7,1
3288,9,3,4,7,1
3289,10,3,4,7,1
3290,1,3,5,7,1
3291,2,3,5,7,1
3292,3,3,5,7,1
3293,4,3,5,7,1
3294,5,3,5,7,1
3295,6,3,5,7,1
3296,7,3,5,7,1
3297,8,3,5,7,1
3298,9,3,5,7,1
3299,10,3,5,7,1
